Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,
7895,11.98,21.37%,0.0044,0.041447446
7896,9.09,3.25%,0.002,0.01758915
7897,18.79,1.02%,0.0091,0.169244912
7898,20.3,29.53%,0.0018,0.025749738
7899,19.21,23.45%,0.0024,0.035292612
7900,10.92,2.67%,0.0022,0.023382559
7901,7.63,16.69%,0.0087,0.055302011
7902,16.77,23.02%,0.0093,0.120058778
7903,5.15,22.47%,0.0098,0.039129391
7904,17.23,21.38%,0.0068,0.092114337
7905,19.95,5.94%,0.0082,0.153872754
7906,13.93,29.73%,0.0069,0.067541416
7907,1.93,2.55%,0.0076,0.014293966
7908,11.87,4.69%,0.0076,0.085981057
7909,20.61,6.60%,0.0061,0.117423414
7910,23.9,3.11%,0.0072,0.166728312
7911,3.91,22.54%,0.0057,0.01726351
7912,2.79,3.98%,0.0005,0.001339479
7913,12.27,14.40%,0.0067,0.070370904
7914,6.26,30.84%,0.0082,0.035501211
7915,8.78,22.74%,0.0008,0.005426742
7916,8.81,1.15%,0.0087,0.07576556
7917,9.97,16.39%,0.0005,0.004167959
7918,3.13,8.99%,0.0076,0.021649459
7919,9.43,32.76%,0.0059,0.037410319
7920,3.46,3.97%,0.0096,0.031897325
7921,2.15,15.10%,0.0025,0.004563375
7922,22.42,35.53%,0.0018,0.026017513
7923,20.26,28.47%,0.0076,0.110139033
7924,21.38,32.50%,0.0035,0.05051025
7925,10.06,18.12%,0.0033,0.027182522
7926,0.64,33.04%,0.0095,0.004071168
7927,3.21,2.41%,0.0069,0.021615209
7928,15.45,10.55%,0.0058,0.080156145
7929,8.09,10.58%,0.0054,0.039064021
7930,14.88,37.03%,0.0009,0.008432942
7931,9.43,2.86%,0.0035,0.032061057
7932,1.64,26.57%,0.0043,0.005178284
7933,22.23,12.87%,0.0004,0.0077476
7934,17.75,2.36%,0.0013,0.02253043
7935,7.62,26.47%,0.0049,0.027454631
7936,2.11,13.49%,0.0057,0.010404558
7937,20.86,8.80%,0.009,0.17121888
7938,22.31,4.17%,0.0098,0.209520795
7939,13.07,34.60%,0.0089,0.076075242
7940,4.45,36.21%,0.0023,0.006528907
7941,14.49,29.22%,0.0005,0.005128011
7942,3.49,22.40%,0.004,0.01083296
7943,14,8.73%,0.0072,0.09200016
7944,3.3,32.54%,0.006,0.01335708
7945,19.79,36.10%,0.0064,0.080933184
7946,10.04,36.77%,0.0064,0.040629069
7947,13.66,5.58%,0.0049,0.063199083
7948,21.59,6.36%,0.0049,0.099062692
7949,9.3,27.38%,0.0037,0.024988542
7950,23.91,38.87%,0.0024,0.035078839
7951,2,3.73%,0.0043,0.00827922
7952,8.79,0.88%,0.0056,0.048790829
7953,11.46,36.19%,0.0031,0.022669141
7954,4.44,13.22%,0.0072,0.02774183
7955,0.37,36.92%,0.0001,2.33396E-05
7956,13.77,16.26%,0.0055,0.063420489
7957,15.14,30.16%,0.0031,0.032778706
7958,3.3,13.92%,0.0038,0.010794432
7959,5.36,19.74%,0.0051,0.021939874
7960,20.92,28.58%,0.0074,0.110563874
7961,7.18,6.87%,0.0037,0.024740916
7962,19.24,27.00%,0.0011,0.01544972
7963,11.34,33.69%,0.0006,0.004511732
7964,2.81,35.13%,0.0041,0.007473673
7965,1.08,1.00%,0.0063,0.00673596
7966,15.21,9.22%,0.0048,0.066276662
7967,4.27,5.02%,0.0088,0.035689685
7968,13.77,10.97%,0.0062,0.076008472
7969,1.04,19.63%,0.0014,0.001170187
7970,1.35,27.04%,0.0059,0.005811264
7971,11.52,23.60%,0.0082,0.072170496
7972,21.83,22.74%,0.0092,0.155165894
7973,25,9.14%,0.0084,0.190806
7974,15.12,7.43%,0.0038,0.053187019
7975,9.51,9.77%,0.0046,0.039472016
7976,19.49,24.20%,0.0048,0.070912416
7977,12.14,15.83%,0.0004,0.004087295
7978,22.17,37.08%,0.0015,0.020924046
7979,7.72,7.57%,0.0064,0.045667814
7980,8.37,38.96%,0.0022,0.011239906
7981,5.35,32.60%,0.0042,0.01514478
7982,21.19,19.28%,0.0075,0.12828426
7983,17.67,20.23%,0.0066,0.093029369
7984,10.05,2.15%,0.0004,0.00393357
7985,23.16,21.48%,0.0025,0.04546308
7986,2.63,23.88%,0.0067,0.013413105
7987,21.02,8.39%,0.0076,0.146348807
7988,23.69,2.51%,0.0089,0.205548891
7989,15.17,31.47%,0.0044,0.045742404
7990,23.68,14.19%,0.0098,0.199134118
7991,12.17,31.97%,0.0007,0.005795476
7992,12.65,34.32%,0.0055,0.04569686
7993,8.43,20.64%,0.0015,0.010035072
7994,1.7,11.87%,0.0095,0.014232995
7995,19.51,5.85%,0.0018,0.033063597
7996,1.09,23.83%,0.0073,0.006060847
7997,13.62,21.85%,0.0072,0.076637016
7998,1.31,36.61%,0.0071,0.005895904
7999,14.21,1.58%,0.0097,0.135659175
8000,7.09,33.01%,0.0072,0.034197055
8001,3.09,8.62%,0.0067,0.018918401
8002,11.69,38.88%,0.0058,0.041440582
8003,5.26,4.65%,0.0017,0.008526197
8004,14.12,9.31%,0.0049,0.062746597
8005,18.95,13.36%,0.0053,0.087016884
8006,5.02,10.23%,0.0056,0.025236142
8007,4.72,16.21%,0.0009,0.003559399
8008,22.04,19.00%,0.0039,0.06962436
8009,15.35,19.29%,0.0032,0.039644752
8010,1.46,26.39%,0.0055,0.005910883
8011,7.8,25.10%,0.0085,0.0496587
8012,19.28,38.66%,0.0073,0.08633237
8013,17.28,24.06%,0.0098,0.128599834
8014,20.6,28.04%,0.0008,0.011859008
8015,21.96,29.99%,0.0084,0.129143246
8016,7.67,0.31%,0.0018,0.013763201
8017,9.99,3.79%,0.0002,0.001922276
8018,23.53,31.19%,0.0004,0.006476397
8019,1.5,29.32%,0.0065,0.0068913
8020,18.78,5.25%,0.0016,0.02847048
8021,2.88,1.04%,0.0058,0.016530278
8022,24.52,8.21%,0.001,0.022506908
8023,10.86,18.47%,0.0071,0.062864522
8024,2.53,12.47%,0.005,0.011072545
8025,0.91,6.02%,0.0031,0.002651176
8026,14.93,9.04%,0.0008,0.010864262
8027,14.29,37.82%,0.0031,0.027545118
8028,12,6.03%,0.009,0.1014876
8029,6.08,29.41%,0.0068,0.02918473
8030,21.86,25.20%,0.007,0.11445896
8031,22.05,16.43%,0.0046,0.084765051
8032,12.37,12.58%,0.0064,0.069208666
8033,7.4,12.76%,0.0087,0.056165112
8034,9.3,18.07%,0.0052,0.039621348
8035,20.49,12.80%,0.0073,0.130431144
8036,8.08,9.57%,0.0029,0.021189558
8037,11.73,21.51%,0.0039,0.03590682
8038,5.92,20.44%,0.0096,0.045215539
8039,14.12,36.22%,0.0093,0.083753345
8040,2.41,23.22%,0.0071,0.013137826
8041,5.96,19.91%,0.0034,0.016229438
8042,14.53,19.39%,0.0036,0.042165479
8043,21.54,34.33%,0.0049,0.069312058
8044,5.84,26.68%,0.0031,0.013273853
8045,14.26,6.59%,0.0058,0.077257543
8046,17.56,17.69%,0.0072,0.104066179
8047,4.95,0.19%,0.0033,0.016303964
8048,9.27,23.06%,0.0074,0.052779301
8049,21.36,20.88%,0.0062,0.104780198
8050,4.07,14.36%,0.0055,0.019170514
8051,1.61,10.50%,0.0017,0.002449615
8052,23.8,0.95%,0.0025,0.05893475
8053,22.35,29.48%,0.0012,0.018913464
8054,19.11,34.52%,0.0024,0.030031747
8055,21.32,26.64%,0.0067,0.104790358
8056,14.9,10.98%,0.0093,0.123355014
8057,11.23,29.88%,0.0081,0.063783256
8058,18.38,39.44%,0.0076,0.084595053
8059,6.87,35.55%,0.0004,0.001771086
8060,22.94,26.90%,0.0046,0.077138044
8061,9.17,38.51%,0.002,0.011277266
8062,11.72,32.93%,0.0083,0.065243013
8063,5.31,21.25%,0.0028,0.01170855
8064,23.03,31.08%,0.0075,0.11904207
8065,19.48,37.80%,0.0007,0.008481592
8066,7.75,18.66%,0.0077,0.048539645
8067,5.59,15.65%,0.0033,0.015560045
8068,17.03,30.03%,0.006,0.071495346
8069,2.04,3.01%,0.0031,0.006133648
8070,11.37,10.90%,0.0076,0.076993092
8071,20.62,35.34%,0.0005,0.006666446
8072,19,37.82%,0.0038,0.04489396
8073,19.25,33.72%,0.0045,0.05741505
8074,2.39,28.41%,0.0051,0.008726105
8075,20.17,32.88%,0.0063,0.085290055
8076,16.25,35.44%,0.0015,0.0157365
8077,2.38,12.03%,0.0072,0.015074539
8078,6.34,14.71%,0.0038,0.020548067
8079,4.63,7.63%,0.0002,0.000855346
8080,3.74,25.41%,0.0006,0.0016738
8081,12.79,3.49%,0.0005,0.006171815
8082,7.35,7.25%,0.0027,0.018406238
8083,21.67,13.59%,0.0066,0.12358531
8084,2.26,12.60%,0.0044,0.008691056
8085,18.25,20.44%,0.0016,0.02323152
8086,0.34,25.52%,0.0055,0.001392776
8087,10.49,29.82%,0.0051,0.037545598
8088,9.23,18.09%,0.0035,0.026461026
8089,23.55,7.79%,0.0024,0.052117092
8090,24.75,4.91%,0.0018,0.042362595
8091,8.52,16.51%,0.006,0.042680088
8092,11.16,30.34%,0.0006,0.004664434
8093,17.48,31.70%,0.0015,0.01790826
8094,11.31,23.51%,0.009,0.077859171
8095,24.52,18.93%,0.0049,0.097403984
8096,14.01,9.15%,0.0064,0.081459744
8097,15.32,24.76%,0.0095,0.109504296
8098,14.03,36.99%,0.0076,0.067186303
8099,20.07,17.31%,0.0031,0.051447237
8100,15.91,12.38%,0.0089,0.124069044
8101,12.13,19.15%,0.0041,0.040209131
8102,16.88,13.09%,0.0056,0.082154285
8103,16.48,19.57%,0.0077,0.102062453
8104,5.17,13.46%,0.0086,0.038477415
8105,13.41,28.61%,0.0073,0.069885813
8106,17.18,26.96%,0.0032,0.04015447
8107,8.69,2.21%,0.0043,0.036541189
8108,18.19,23.06%,0.0046,0.064378776
8109,17.46,24.84%,0.0052,0.068239267
8110,15.74,9.10%,0.0054,0.077261364
8111,11.75,4.71%,0.002,0.02239315
8112,10.08,9.15%,0.0073,0.066851064
8113,2.25,35.59%,0.0002,0.000289845
8114,20.22,21.85%,0.0059,0.093231387
8115,10.25,15.73%,0.0033,0.028504328
8116,22.14,18.08%,0.0079,0.143282995
8117,12.21,24.64%,0.0027,0.024843931
8118,7.69,30.86%,0.0052,0.027647703
8119,23.54,25.22%,0.0051,0.089776381
8120,2.12,8.59%,0.0072,0.013952822
8121,5.36,34.73%,0.0087,0.030436706
8122,8.63,8.88%,0.0079,0.062122882
8123,10.55,7.45%,0.0017,0.016598843
8124,21.8,7.15%,0.0015,0.03036195
8125,7.77,20.49%,0.0098,0.060543685
8126,24.68,9.60%,0.0045,0.10039824
8127,16.02,6.07%,0.0006,0.009028552
8128,16.96,13.86%,0.0029,0.042367098
8129,11.42,15.83%,0.0033,0.031720306
8130,6.53,19.67%,0.0041,0.021506751
8131,10.22,10.28%,0.0061,0.055933242
8132,24.04,39.81%,0.0059,0.085371088
8133,11.05,7.93%,0.0082,0.083424627
8134,4.78,8.86%,0.0001,0.000435649
8135,5.78,13.80%,0.0008,0.003985888
8136,11.37,9.08%,0.0058,0.059958103
8137,1.79,2.51%,0.0061,0.010644933
8138,9.63,9.03%,0.0006,0.005256247
8139,15.07,39.42%,0.0025,0.022823515
8140,3.58,22.27%,0.0022,0.006122015
8141,8.42,36.26%,0.0094,0.050448935
8142,18.49,30.68%,0.0003,0.00384518
8143,24.33,14.70%,0.0061,0.126596289
8144,18.34,3.82%,0.0027,0.047626412
8145,0.5,19.67%,0.0059,0.002369735
8146,10.92,28.41%,0.0079,0.061759261
8147,15.8,9.22%,0.0025,0.0358581
8148,18.14,38.50%,0.0002,0.00223122
8149,23.77,16.76%,0.0009,0.017807533
8150,12.9,26.38%,0.0095,0.09022131
8151,8.97,37.90%,0.0081,0.045119997
8152,0.13,20.79%,0.0061,0.000628135
8153,18.84,11.09%,0.0047,0.078728027
8154,16.29,30.61%,0.0027,0.030519804
8155,21.09,36.01%,0.0086,0.116061223
8156,1.08,21.23%,0.0088,0.007486301
8157,0.5,25.47%,0.003,0.00111795
8158,24.81,38.82%,0.0016,0.024286013
8159,18.57,25.92%,0.0064,0.088042598
8160,12.67,19.42%,0.0033,0.033691304
8161,22.89,2.71%,0.0052,0.115802341
8162,22.23,5.03%,0.0041,0.086558507
8163,5.35,1.31%,0.0076,0.040127354
8164,6.62,10.45%,0.0072,0.042683112
8165,12.29,30.76%,0.0069,0.058716212
8166,20.43,4.32%,0.0071,0.13878671
8167,7.21,26.85%,0.0042,0.022151283
8168,24.94,26.32%,0.0055,0.101066856
8169,7.31,0.09%,0.0021,0.015337184
8170,8.66,20.72%,0.0028,0.019223814
8171,1.05,16.29%,0.0019,0.001670015
8172,18.59,30.26%,0.0074,0.095938528
8173,17.8,5.37%,0.0044,0.074114216
8174,21.57,20.74%,0.0044,0.075224081
8175,3.02,11.00%,0.003,0.0080634
8176,8.12,12.93%,0.0035,0.024745294
8177,0.49,18.27%,0.001,0.000400477
8178,22.5,1.88%,0.0025,0.0551925
8179,7.29,18.80%,0.0099,0.058602852
8180,10.12,6.80%,0.0052,0.049045568
8181,11.92,21.45%,0.0033,0.030898428
8182,6.37,6.77%,0.0062,0.036820256
8183,23.59,27.50%,0.0023,0.039336325
8184,12.29,16.90%,0.0009,0.009191691
8185,20.67,22.26%,0.0097,0.155867923
8186,5.02,26.51%,0.0025,0.009222995
8187,4.89,3.25%,0.0027,0.012773903
8188,21.48,6.23%,0.0011,0.022155976
8189,17.41,12.32%,0.0063,0.096170054
8190,0.49,10.93%,0.0009,0.000392799
8191,23.36,37.62%,0.0087,0.126776122
8192,13.13,1.26%,0.0007,0.009075193
8193,8.72,1.56%,0.0011,0.009442365
8194,7.65,8.29%,0.0078,0.054723357
8195,9.74,8.59%,0.0033,0.029381002
8196,3.22,18.59%,0.0086,0.022544057
8197,5.01,37.37%,0.0021,0.006589302
8198,16.55,20.30%,0.0033,0.043528155
8199,6.99,23.47%,0.0004,0.002139779
8200,22.84,26.40%,0.001,0.01681024
8201,3.19,32.60%,0.0023,0.004945138
8202,4.89,9.02%,0.0011,0.004893814
8203,13.57,18.93%,0.0078,0.085809352
8204,22.23,4.59%,0.0007,0.01484675
8205,24.16,13.46%,0.0098,0.204899027
8206,5.55,24.08%,0.0093,0.039186108
8207,7.52,19.81%,0.0053,0.031960526
8208,12.13,39.45%,0.009,0.066102435
8209,24.31,32.91%,0.0099,0.161464832
8210,18.83,5.26%,0.0074,0.132012611
8211,18.8,34.50%,0.0066,0.0812724
8212,12.76,14.80%,0.0076,0.082623552
8213,5.69,3.50%,0.0048,0.02635608
8214,5.67,34.45%,0.0041,0.015238409
8215,15.54,32.88%,0.0086,0.089701853
8216,0.78,11.07%,0.0023,0.001595404
8217,7.6,4.25%,0.0044,0.0320188
8218,21.82,3.96%,0.0013,0.027242706
8219,3.64,9.38%,0.0001,0.000329857
8220,22.62,35.50%,0.0099,0.14444001
8221,8.31,11.86%,0.0016,0.011719094
8222,15.33,39.26%,0.0073,0.067973527
8223,4.04,24.30%,0.0071,0.021713788
8224,18.99,21.66%,0.0052,0.077359183
8225,12.19,21.33%,0.0019,0.018220759
8226,9.08,18.86%,0.0061,0.044941823
8227,12.6,25.01%,0.0064,0.060471936
8228,4.71,38.56%,0.0072,0.020835533
8229,5.38,24.54%,0.0001,0.000405975
8230,10.89,29.79%,0.0079,0.060402365
8231,2.48,21.37%,0.0027,0.005265065
8232,2.31,4.69%,0.0055,0.012109136
8233,23.03,20.92%,0.007,0.127484868
8234,22.63,7.60%,0.0037,0.077367444
8235,19.23,16.52%,0.0036,0.057791534
8236,8.52,24.59%,0.008,0.051399456
8237,9.7,28.47%,0.008,0.05550728
8238,19.11,5.30%,0.0045,0.081437265
8239,8.95,19.93%,0.01,0.07166265
8240,21.21,39.81%,0.0077,0.098300502
8241,4.25,38.68%,0.0056,0.01459416
8242,18.47,14.81%,0.0056,0.088113721
8243,7.99,1.30%,0.0007,0.005520291
8244,21.52,1.78%,0.0007,0.014795861
8245,23.42,38.56%,0.0027,0.03885097
8246,20.35,1.68%,0.0067,0.134054404
8247,22.09,23.94%,0.0057,0.095769428
8248,0.67,8.29%,0.0062,0.003809633
8249,5.25,7.85%,0.0061,0.029511038
8250,6.52,14.94%,0.0063,0.034939246
8251,23.21,0.79%,0.0053,0.122041197
8252,7.01,8.56%,0.0069,0.044228614
8253,0.44,25.02%,0.0045,0.001484604
8254,23.55,34.14%,0.0036,0.055836108
8255,19.2,11.31%,0.006,0.10217088
8256,19.91,6.41%,0.0059,0.109939237
8257,6.98,19.74%,0.0084,0.047058043
8258,13.68,20.44%,0.0065,0.070744752
8259,6.84,38.87%,0.0075,0.03135969
8260,17.7,14.97%,0.0013,0.019565403
8261,23.17,27.84%,0.0081,0.135427723
8262,15.59,1.07%,0.0086,0.132639408
8263,4.79,7.92%,0.0074,0.032638677
8264,8.62,34.56%,0.0096,0.054152909
8265,19.86,25.34%,0.0068,0.100826837
8266,18.48,9.31%,0.0081,0.135752047
8267,6.31,30.11%,0.0067,0.029547395
8268,5.48,12.07%,0.0007,0.003372995
8269,15.09,27.72%,0.0064,0.069805133
8270,0.21,27.06%,0.0019,0.000291031
8271,13.72,11.05%,0.0033,0.040273002
8272,5.93,29.81%,0.0044,0.018313975
8273,18.15,36.24%,0.0022,0.025459368
8274,11.03,10.54%,0.0039,0.038483008
8275,2.36,6.96%,0.0081,0.017785526
8276,21.26,1.74%,0.0021,0.04386916
8277,7.57,32.65%,0.0004,0.002039358
8278,12.28,9.27%,0.0046,0.051251562
8279,2.56,18.07%,0.0011,0.002307149
8280,15.19,28.10%,0.0004,0.004368644
8281,24.7,19.99%,0.0041,0.081026127
8282,15.45,1.74%,0.009,0.13663053
8283,21.21,25.76%,0.0053,0.083455411
8284,19.36,20.04%,0.003,0.046440768
8285,22.97,12.91%,0.0017,0.034007774
8286,19.06,20.30%,0.0099,0.150389118
8287,4.02,15.15%,0.0031,0.010574007
8288,9.86,11.60%,0.0069,0.060142056
8289,1.22,25.87%,0.0059,0.005335877
8290,20.79,3.76%,0.0099,0.19808213
8291,12.07,2.51%,0.0013,0.015297156
8292,10.2,27.76%,0.0046,0.033895008
8293,1.02,24.14%,0.0006,0.000464263
8294,7,21.86%,0.0052,0.02844296
8295,12.3,10.84%,0.0097,0.106376796
8296,11.69,11.11%,0.0037,0.038447592
8297,9.99,16.31%,0.0087,0.07273749
8298,0.36,2.36%,0.0034,0.001195114
8299,20.43,37.37%,0.0095,0.121555436
8300,2.64,39.52%,0.0088,0.014050714
8301,20.45,7.78%,0.0054,0.101838546
8302,7.27,39.31%,0.0066,0.029120276
8303,19.26,11.40%,0.0098,0.167230728
8304,1.74,14.62%,0.003,0.004456836
8305,18.62,18.83%,0.0072,0.108819749
8306,0.8,15.49%,0.0097,0.006557976
8307,5.32,6.87%,0.0081,0.04013158
8308,4.41,35.56%,0.0091,0.025860416
8309,10.86,4.92%,0.0092,0.09499633
8310,12.63,12.27%,0.0097,0.1074789
8311,13.99,6.45%,0.0059,0.077217106
8312,2.67,2.88%,0.0058,0.015040003
8313,2.2,12.61%,0.0019,0.003652902
8314,21.58,7.11%,0.0035,0.070159817
8315,0.68,16.28%,0.0007,0.000398507
8316,12.73,37.18%,0.0088,0.070373477
8317,10.28,24.97%,0.0027,0.020825327
8318,7.56,24.11%,0.0035,0.020080494
8319,11.09,5.33%,0.001,0.010498903
8320,9.46,7.33%,0.0033,0.028929721
8321,6.32,27.59%,0.0001,0.000457631
8322,22.99,15.94%,0.0027,0.052178564
8323,18.97,0.48%,0.0033,0.062300515
8324,8.52,31.59%,0.003,0.017485596
8325,3.06,16.27%,0.0047,0.012042049
8326,6.55,23.45%,0.0024,0.01203366
8327,15.18,24.09%,0.0054,0.062224945
8328,4.21,35.10%,0.0004,0.001092916
8329,19.12,36.02%,0.0071,0.08685413
8330,19.45,0.61%,0.0023,0.044462117
8331,14.26,19.08%,0.0091,0.105006647
8332,13.66,22.58%,0.0066,0.069798775
8333,21.39,20.63%,0.005,0.084886215
8334,10.5,16.57%,0.0039,0.034164585
8335,17.08,0.82%,0.0019,0.032185894
8336,0.1,25.51%,0.008,0.00059592
8337,0.27,34.61%,0.0006,0.000105932
8338,9.23,9.94%,0.0098,0.081462872
8339,12.65,20.68%,0.0019,0.019064562
8340,15.07,8.52%,0.0003,0.004135811
8341,22.14,4.40%,0.0049,0.103712616
8342,21.34,7.04%,0.0032,0.063480525
8343,23.6,20.96%,0.0055,0.10259392
8344,13.37,25.87%,0.001,0.009911181
8345,2.69,3.67%,0.003,0.007773831
8346,4.91,34.66%,0.0095,0.030477843
8347,15.43,36.34%,0.0024,0.023574571
8348,24.32,16.25%,0.0092,0.1873856
8349,11.71,8.43%,0.0054,0.057903374
8350,2.23,33.96%,0.0049,0.007216191
8351,5.87,8.05%,0.003,0.016192395
8352,1.31,24.47%,0.0013,0.001286276
8353,2.24,13.96%,0.0044,0.008480102
8354,8.44,0.71%,0.0037,0.031006281
8355,6.49,35.62%,0.0092,0.03844001
8356,21.29,21.34%,0.0004,0.006698686
8357,21.48,25.24%,0.0039,0.062627947
8358,14.25,36.53%,0.0006,0.005426685
8359,11.77,34.46%,0.0027,0.020827957
8360,14.12,26.56%,0.0027,0.027998266
8361,23.9,38.50%,0.0084,0.1234674
8362,20.5,39.18%,0.0015,0.01870215
8363,3.11,25.74%,0.0091,0.021016323
8364,1.72,0.85%,0.0086,0.014666268
8365,22.61,30.10%,0.0041,0.064797999
8366,8.7,28.81%,0.0073,0.045212769
8367,12.38,15.93%,0.0055,0.057243263
8368,9.96,33.19%,0.0013,0.008650559
8369,1.84,32.26%,0.0037,0.004611739
8370,13.79,17.70%,0.0036,0.040857012
8371,5.48,36.86%,0.0019,0.006574137
8372,7.24,1.60%,0.0057,0.040607712
8373,22.39,0.33%,0.0006,0.013389668
8374,23.29,18.61%,0.0039,0.073927351
8375,21.67,31.67%,0.0019,0.028133511
8376,23.69,3.58%,0.0053,0.121062059
8377,6.28,16.82%,0.002,0.010447408
8378,5.87,9.24%,0.0004,0.002131045
8379,10.45,25.01%,0.0031,0.024293011
8380,16.85,9.43%,0.0081,0.123614465
8381,22.48,24.67%,0.0061,0.103298522
8382,15.54,36.53%,0.0029,0.02860339
8383,24.36,18.60%,0.002,0.03965808
8384,0.24,16.12%,0.0022,0.000442886
8385,19.9,20.89%,0.0031,0.048802959
8386,6.21,10.21%,0.0037,0.020631048
8387,15.71,36.73%,0.0021,0.020873406
8388,18.97,25.07%,0.0073,0.103763813
8389,2.67,6.07%,0.007,0.017555517
8390,18.4,30.87%,0.0086,0.109391312
8391,21.55,5.95%,0.0085,0.172276088
8392,15.72,16.79%,0.0051,0.066711121
8393,9.72,38.78%,0.0024,0.014281402
8394,15.73,15.94%,0.0071,0.09388073
8395,12.18,4.94%,0.0089,0.103046941
8396,17.24,34.40%,0.0077,0.087082688
8397,20.97,12.57%,0.0063,0.115504647
8398,4.16,28.65%,0.0057,0.016918512
8399,11.11,37.97%,0.0026,0.017917986
8400,1.36,29.65%,0.0062,0.005931912
8401,21.37,14.31%,0.0034,0.06226064
8402,5.8,27.53%,0.0048,0.020175648
8403,21.37,30.76%,0.0079,0.116893045
8404,7.88,31.40%,0.0097,0.052435096
8405,23.1,22.34%,0.0079,0.141721734
8406,2.54,21.64%,0.0092,0.018311165
8407,23.44,19.77%,0.009,0.169253208
8408,19.96,32.61%,0.0048,0.064565011
8409,8.57,4.87%,0.0003,0.002445792
8410,10.17,30.47%,0.0096,0.06788353
8411,8.46,14.00%,0.0048,0.03492288
8412,1.52,26.11%,0.0084,0.009434275
8413,13.39,38.95%,0.003,0.024523785
8414,14.94,6.36%,0.0067,0.093731767
8415,5.32,1.07%,0.004,0.021052304
8416,18.95,25.91%,0.0065,0.091260358
8417,24.87,13.20%,0.0084,0.181332144
8418,16.6,6.29%,0.0067,0.104224262
8419,10.58,11.60%,0.0058,0.054245776
8420,23.11,0.21%,0.0029,0.06687826
8421,12.77,17.07%,0.0023,0.02435737
8422,9.21,17.10%,0.0079,0.060317211
8423,14.05,19.22%,0.0025,0.028373975
8424,21.67,0.79%,0.0085,0.18273986
8425,23.99,22.61%,0.0022,0.040844894
8426,21.81,2.91%,0.0029,0.061408454
8427,7.14,23.06%,0.006,0.032961096
8428,7.53,28.55%,0.0056,0.030129036
8429,10.17,39.78%,0.0007,0.004287062
8430,10.26,30.28%,0.0085,0.060802812
8431,3.87,5.84%,0.0068,0.024779146
8432,0.39,25.33%,0.0096,0.002795645
8433,16.32,26.21%,0.0031,0.037331837
8434,10.28,29.97%,0.0007,0.005039359
8435,5.5,19.45%,0.0022,0.00974655
8436,2.11,22.85%,0.0029,0.004720809
8437,2.34,34.02%,0.0057,0.008800412
8438,4.27,11.50%,0.004,0.0151158
8439,2.15,25.02%,0.0058,0.009350006
8440,14.64,33.20%,0.0038,0.037162176
8441,9.55,28.99%,0.0001,0.000678146
8442,20.87,4.74%,0.0071,0.14115341
8443,12.83,12.43%,0.005,0.056176155
8444,11.89,31.12%,0.0096,0.078622387
8445,15.86,33.68%,0.0044,0.046280749
8446,21.62,24.84%,0.0023,0.037374062
8447,11.66,25.73%,0.005,0.04329941
8448,11.22,7.75%,0.0004,0.00414018
8449,10.52,29.42%,0.0017,0.012622527
8450,3.98,39.24%,0.0019,0.004594671
8451,2.53,10.47%,0.0005,0.001132555
8452,24.68,37.95%,0.0039,0.059724366
8453,5.78,39.29%,0.0082,0.028774112
8454,21.34,10.96%,0.0099,0.188111246
8455,19.47,33.29%,0.002,0.025976874
8456,17.93,32.59%,0.0057,0.068893694
8457,22.29,5.54%,0.0042,0.088431563
8458,0.85,2.54%,0.0031,0.002568071
8459,18.43,32.78%,0.0072,0.089198251
8460,8.04,24.51%,0.0066,0.040058014
8461,21.25,23.88%,0.01,0.161755
8462,20.24,19.19%,0.0056,0.091593286
8463,2.75,29.76%,0.0027,0.00521532
8464,18.09,13.58%,0.0017,0.026576743
8465,11.14,2.56%,0.0035,0.037991856
8466,5.26,16.03%,0.0075,0.033126165
8467,3.06,29.20%,0.0076,0.016465248
8468,7.42,33.40%,0.0069,0.034097868
8469,16.75,21.64%,0.0087,0.11419011
8470,22.94,12.57%,0.0048,0.096270922
8471,11.76,10.41%,0.004,0.042143136
8472,12.7,37.63%,0.0082,0.064952118
8473,7.12,30.24%,0.0061,0.030298163
8474,17.93,17.91%,0.0077,0.113334275
8475,17.14,31.35%,0.0071,0.083542931
8476,24.83,0.85%,0.0002,0.004923789
8477,1.33,7.89%,0.0005,0.000612532
8478,5.06,26.68%,0.0006,0.002225995
8479,17.21,26.21%,0.0013,0.016509037
8480,5.11,8.29%,0.0017,0.007966848
8481,1.99,26.49%,0.0099,0.014482205
8482,14.87,32.91%,0.0071,0.070831609
8483,15.26,6.38%,0.0092,0.13143499
8484,14.65,0.53%,0.0037,0.053917714
8485,13.22,11.28%,0.0027,0.031667717
8486,17.28,24.98%,0.0005,0.006481728
8487,4.13,10.48%,0.0009,0.003327458
8488,24.39,9.32%,0.0008,0.017693482
8489,20.04,36.91%,0.0071,0.089766976
8490,7.07,35.17%,0.0046,0.021084013
8491,19.11,4.93%,0.008,0.145343016
8492,22.11,26.98%,0.0052,0.083952554
8493,20.91,28.50%,0.0037,0.055317405
8494,8.68,31.81%,0.0078,0.046167358
8495,12.1,24.54%,0.0092,0.084002072
8496,5.9,17.92%,0.0064,0.030993408
8497,11.73,11.78%,0.0017,0.01759195
8498,13.57,25.60%,0.0071,0.071682168
8499,13.88,4.66%,0.0005,0.006616596
8500,4,7.53%,0.0026,0.00961688
8501,18.26,17.43%,0.0093,0.140218723
8502,16.92,12.30%,0.0043,0.063807012
8503,11.7,27.78%,0.0066,0.055768284
